name	gender	age_group	swim	T1	bike	T2	run	total	year	competition
Einar SIGURJÓNSSON	M	35	0:38:32	0:05:15	2:26:14	0:03:00	1:46:24	4:59:23	2018	Samorin championship
Ari ODDSSON	M	40	0:37:43	0:05:15	2:31:57	0:02:50	1:45:58	5:03:42	2018	Samorin championship
Trausti GUNNARSSON	M	55	0:34:07	0:05:27	2:31:27	0:04:27	1:52:59	5:08:26	2018	Samorin championship
Olafur GUNNARSSON,	M	45	0:46:52	0:05:35	2:34:34	0:03:30	1:42:46	5:13:13	2018	Samorin championship
LúðvíK ÁRNASON	M	45	0:42:19	0:04:35	2:35:37	0:03:08	1:51:55	5:17:32	2018	Samorin championship
Trausti VALDIMARSSON	M	60	0:37:41	0:04:45	2:34:50	0:03:26	1:59:12	5:19:53	2018	Samorin championship
Gudjon TRAUSTASON	M	40	0:35:33	0:04:41	2:33:47	0:03:39	2:09:32	5:27:10	2018	Samorin championship
Þorsteinn MÁSSON	M	35	0:41:54	0:05:31	2:36:09	0:04:01	2:09:02	5:36:36	2018	Samorin championship
Finnur SVEINSSON	M	50	0:42:36	0:06:36	2:39:26	0:04:52	2:38:09	6:11:36	2018	Samorin championship
Ragnar SVERRISSON	M	55	0:47:28	0:06:24	2:53:53	0:06:23	2:36:25	6:30:30	2018	Samorin championship
Katrin PALSDOTTIR	F	30	0:37:10	0:05:13	2:32:02	0:03:25	2:03:56	5:21:44	2018	Samorin championship
Gudrun HÖSKULDSDÓTTIR	F	35	0:37:58	0:04:41	2:43:24	0:03:13	2:00:43	5:29:58	2018	Samorin championship
Arkadius PRZYBYŁA	M	30	0:27:58	0:02:34	2:23:20	0:03:04	1:33:54	4:30:48	2023	Samorin championship
Katrín Pálsdóttir	F	40	0:33:27	0:05:30	2:47:10	0:02:24	1:45:56	5:14:29	2025	Challenge mogan
Ingi Poulsen 	M	35						7:04:46	2018	Challenge peguera
Bjarki Freyr Rúnarsson	M	18						4:18:52	2018	Challenge Lisboa
Halldór Hreinsson	M	50						5:42:18	2018	Challenge Lisboa
Kolbeinn Sigurðsson	M	55						6:02:40	2018	Challenge Lisboa
Björn Reynald Ingólfsson	M	55						6:12:32	2018	Challenge Lisboa
Kolbeinn Fannar Kristófersson	M	30	0:41:44	0:06:25	2:33:31	0:04:19	1:39:00	5:04:59	2025	Challenge Sandefjord
Ómar Þór Sigvaldason	M	40	0:45:02	0:04:45	2:32:22	0:02:26	1:40:28	5:05:03	2025	Challenge Sandefjord
Trausti Gunnarsson	M	60	0:32:56	0:05:23	2:40:35	0:04:38	1:48:40	5:12:13	2023	Challenge Kaiserwinkl
Rannveig Guicharnaud	F	40	0:32:54		2:52:27		2:01:06	5:35:24	2015	Challenge Almere
Kristín Steinadóttir	F	24	0:30:24		2:41:42		1:45:57	5:04:23	2016	Challenge Almere
Ingveldur Karlsdóttir	F	40	0:56:09		3:05:06		1:53:48	6:09:30	2018	Challenge Almere
Birna Íris Jónsdóttir	F	45	0:34:14		2:46:51		1:48:29	5:17:51	2018	Challenge Almere
Jón Ágúst Gunnlaugsson	M	60	0:46:10		3:14:48		2:13:16	6:26:13	2021	Challenge Almere
Arkadius PRZYBYŁA	M	30	0:28:31	0:03:23	2:37:41	0:03:23	1:29:19	4:41:34	2022	Gdansk Lotto
Arkadius PRZYBYŁA	M	30	0:28:14	0:02:37	2:28:39	0:02:28	1:26:46	4:28:44	2024	Gdansk Lotto
Ewa PRZYBYŁA	F	30	0:37:34	0:04:07	2:40:35	0:03:32	1:49:50	5:15:38	2024	Gdansk Lotto
Ragnar Guðmundsson	M	45	0:24:59	0:03:30	2:22:28	0:03:35	1:35:54	4:30:28	2017	Samorin championship
Viðar Þorsteinsson	M	40	0:29:11	0:03:54	2:14:25	0:02:52	1:44:27	4:34:48	2017	Samorin championship
Hjördís Ýr Ólafsdóttir 	F	35	0:35:06	0:03:41	2:33:31	0:03:41	1:40:51	4:56:50	2017	Samorin championship
Daníel Karlsson	M	30	0:34:02	0:04:33	2:29:27	0:03:17	1:53:38	5:04:57	2017	Samorin championship
Rannveig Guicharnaud	F	45	0:32:07	0:04:35	2:34:08	0:03:33	2:01:41	5:16:05	2017	Samorin championship
Birna Íris Jónsdóttir	F	40	0:32:18	0:04:43	2:41:08	0:03:23	1:58:18	5:19:50	2017	Samorin championship
Kristín Steinadóttir	F	35	0:32:02	0:04:15	2:43:50	0:04:18	2:07:06	5:31:31	2017	Samorin championship
Trausti Valdimarsson,	M	60	0:34:54	0:04:34	2:39:19	0:04:33	2:14:38	5:37:58	2017	Samorin championship
Guðjón Traustason	M	35	0:33:04	0:04:23	2:36:19	0:03:49	2:22:45	5:40:19	2017	Samorin championship
Guðrún HÖSKULDSDÓTTIR,	F	35	0:35:08	0:05:24	2:45:06	0:03:46	2:12:43	5:42:07	2017	Samorin championship
Óskar Örn Jónsson	M	50	0:33:42	0:04:39	2:36:54	0:03:51	2:25:51	5:44:56	2017	Samorin championship
Amanda Thompson	F	40	0:28:49	0:04:30	2:46:11	0:03:33	2:10:49	5:33:51	2017	Samorin championship
Anna Helgadóttir	F	45	0:35:37	0:05:40	2:49:25	0:04:19	2:20:40	5:55:42	2017	Samorin championship
Hákon Hrafn Sigurðson	M	40	0:29:24	0:03:37	2:10:39	0:03:16	1:27:16	4:14:10	2017	Samorin championship
Geir Ómarsson	M	50	00:31:14	03:27	02:16:39	01:56	01:28:07	04:21:25	2024	Ocean Lava Montenegro
Hákon Hrafn Sigurðsson	M	35.0	30:45:00	1:05	2:25:38	0:43	1:28:51	4:27:04	2012	Herbalife Iceland
Stefán Guðmundsson	M	18-39	29:48:00	0:48	2:33:13	1:00	1:26:13	4:31:05	2012	Herbalife Iceland
Geir Ómarsson	M	35.0	34:34:00	1:24	2:44:59	0:55	1:32:11	4:54:06	2012	Herbalife Iceland
Hörður Guðmundsson	M	18-39	26:30:00	0:40	2:53:57	1:23	1:41:40	5:04:13	2012	Herbalife Iceland
Magnús Fjalar Guðmundsson	M	18-39	35:05:00	1:33	2:45:17	0:57	1:42:12	5:05:07	2012	Herbalife Iceland
Birna Björnsdóttir	F	18-39	30:44:00	1:17	2:45:40	2:12	1:48:23	5:08:19	2012	Herbalife Iceland
Ásmundur Helgi Steindórsson	M	18-39	30:42:00	0:59	2:45:24	0:58	1:52:39	5:10:44	2012	Herbalife Iceland
Guðlaugur Stefá Egilsson	M	40-99	38:22:00	2:24	2:46:17	1:25	1:42:48	5:11:19	2012	Herbalife Iceland
Hörður Karlsson	M	18-39	32:56:00	1:12	3:00:23	1:23	1:43:54	5:19:51	2012	Herbalife Iceland
Grétar Snorrason	M	18-39	31:51:00	1:32	3:04:25	1:53	1:43:05	5:22:48	2012	Herbalife Iceland
Páll Ólafsson	M	18-39	41:46:00	1:58	2:53:41	1:04	1:45:10	5:23:43	2012	Herbalife Iceland
Alma María Rögnvaldsdóttir	F	40-99	36:43:00	1:10	2:57:46	0:42	1:47:29	5:23:52	2012	Herbalife Iceland
Birgir Már Vigfússon	M	18-39	30:47:00	2:34	3:06:52	1:06	1:45:04	5:26:26	2012	Herbalife Iceland
Rafnkell Jónsson	M	45.0	36:55:00	2:37	2:58:17	1:14	1:48:32	5:27:37	2012	Herbalife Iceland
Pétur Pétursson	M	18-39	37:15:00	4:35	3:23:26	2:06	1:26:46	5:34:11	2012	Herbalife Iceland
Bjarki Freyr Rúnarsson	M	18-39	39:35:00	1:38	3:03:13	1:50	1:48:52	5:35:10	2012	Herbalife Iceland
Fjalar Jóhannsson	M	18-39	36:52:00	1:38	3:06:30	1:32	1:49:47	5:36:21	2012	Herbalife Iceland
Bjarni Kristjánsson	M	40-99	38:20:00	2:28	3:03:21	2:20	1:50:21	5:36:52	2012	Herbalife Iceland
Guðjón Karl Traustason	M	18-39	39:33:00	1:14	2:54:47	0:30	2:03:13	5:39:20	2012	Herbalife Iceland
Evgenia Ilyinskaya	F	18-39	34:44:00	1:23	3:10:38	1:00	1:55:54	5:43:41	2012	Herbalife Iceland
Jón Oddur Guðmundsson	M	18-39	34:49:00	2:07	3:08:36	1:59	1:57:05	5:44:38	2012	Herbalife Iceland
Ólöf Pétursdóttir	F	18-39	33:21:00	1:10	3:14:25	1:10	1:55:05	5:45:13	2012	Herbalife Iceland
Rúnar Már Jóhannsson	M	18-39	39:31:00	2:10	3:06:12	1:28	1:57:23	5:46:47	2012	Herbalife Iceland
Jórunn Jónsdóttir	F	18-39	37:42:00	1:39	3:09:00	3:47	1:54:53	5:47:03	2012	Herbalife Iceland
Elías Níelsson	M	40-99	43:39:00	3:54	3:05:37	1:54	1:53:03	5:48:08	2012	Herbalife Iceland
Eva Skarpaas	F	40-99	40:54:00	1:22	3:24:35	1:22	1:45:01	5:53:17	2012	Herbalife Iceland
Sigríður Lára Guðmundsdóttir	F	18-39	30:53:00	2:13	3:18:43	2:04	1:59:30	5:53:26	2012	Herbalife Iceland
Jakob Schweitz Þorsteinsson	M	40-99	37:37:00	2:31	3:25:14	1:37	1:47:33	5:54:35	2012	Herbalife Iceland
Gylfi Örn Gylfason	M	18-39	33:01:00	2:45	3:24:37	1:05	1:53:38	5:55:09	2012	Herbalife Iceland
Margrét Pálsdóttir	F	18-39	43:54:00	1:45	3:09:41	1:06	2:01:17	5:57:46	2012	Herbalife Iceland
Sævar Pétursson	M	40-99	37:57:00	2:39	3:13:39	2:03	2:05:24	6:01:44	2012	Herbalife Iceland
Jón Hinrik Höskuldsson	M	18-39	40:39:00	4:52	3:15:24	2:52	1:58:06	6:01:56	2012	Herbalife Iceland
Victor Þór Sigurðsson	M	40-99	46:18:00	2:18	2:51:23	2:12	2:20:45	6:02:58	2012	Herbalife Iceland
Pétur Einarsson	M	40-99	46:13:00	2:02	3:21:42	2:38	1:51:01	6:03:39	2012	Herbalife Iceland
Nanna Jónsdóttir	F	18-39	37:16:00	1:17	3:21:53	0:40	2:04:46	6:05:55	2012	Herbalife Iceland
Hávar Sigurjónsson	M	40-99	44:46:00	3:11	3:25:25	1:12	1:51:47	6:06:24	2012	Herbalife Iceland
Rúnar Sigurðsson	M	40-99	42:06:00	4:23	3:34:47	2:03	1:45:05	6:08:27	2012	Herbalife Iceland
Sigurður S Nikulásson	M	18-39	44:00:00	2:25	3:18:47	2:12	2:04:23	6:11:50	2012	Herbalife Iceland
Tyrfingur Þorsteinsson	M	18-39	38:49:00	3:47	3:23:11	3:34	2:02:54	6:12:17	2012	Herbalife Iceland
Kjartan Sævarsson	M	40-99	51:03:00	2:06	3:19:34	4:47	1:54:45	6:12:18	2012	Herbalife Iceland
Magnús Örn Friðjónsson	M	40-99	36:40:00	4:34	3:35:18	2:34	1:53:59	6:13:08	2012	Herbalife Iceland
Halldór Þórarinsson	M	40-99	48:38:00	2:57	3:15:01	2:54	2:04:15	6:13:47	2012	Herbalife Iceland
Ívar Jósafatsson	M	40-99	40:07:00	3:40	3:36:57	2:23	1:54:26	6:17:34	2012	Herbalife Iceland
Sverrir Magnússon	M	40-99	40:04:00	3:24	3:31:14	2:13	2:01:24	6:18:22	2012	Herbalife Iceland
Rúnar Marinó Ragnarsson	M	40-99	40:52:00	3:22	3:37:42	2:18	1:54:38	6:18:56	2012	Herbalife Iceland
Sigrún Björg Ingvadóttir	F	40-99	46:26:00	1:25	3:28:11	1:03	2:03:05	6:20:13	2012	Herbalife Iceland
Guðrún Sigurðardóttir	F	18-39	38:24:00	2:07	3:30:05	0:52	2:11:16	6:22:47	2012	Herbalife Iceland
Vigdís Hallgrímsdóttir	F	18-39	38:30:00	1:22	3:49:20	1:19	1:53:57	6:24:31	2012	Herbalife Iceland
Lilja Birgisdóttir	F	18-39	39:51:00	2:09	3:41:41	0:51	2:02:24	6:26:58	2012	Herbalife Iceland
Halldóra G Matt Proppé	F	40-99	43:15:00	1:27	3:34:39	2:26	2:08:29	6:30:18	2012	Herbalife Iceland
Erwin van der Werve	M	18-39	52:56:00	4:55	3:18:50	4:17	2:12:40	6:33:39	2012	Herbalife Iceland
Sveinbjörn Óskarsson	M	18-39	47:42:00	8:22	3:36:33	4:58	2:12:24	6:50:02	2012	Herbalife Iceland
María Sæmundsdóttir	F	18-39	37:30:00	1:57	3:37:56	1:22	2:40:06	6:58:54	2012	Herbalife Iceland
Estanislao Plan Siurans	M	18-39	39:50:00	3:17	3:39:18	1:31	2:37:16	7:01:14	2012	Herbalife Iceland
Guðmundur Svein Ingimarsson	M	18-39	43:52:00	2:14	3:46:25	2:53	2:40:25	7:15:51	2012	Herbalife Iceland
Ólafur Þór Rúdólfsson	M	18-39	58:32:00	1:07	3:50:04	2:45	2:43:53	7:36:25	2012	Herbalife Iceland
Guðbjörg Anna Guðmundsdóttir	F	40-99	42:00:00	2:40	3:38:20	1:43	3:14:44	7:39:29	2012	Herbalife Iceland
Sigrún Halldórsdóttir	F	40-99	44:05:00	4:01	3:52:40	5:50	2:55:12	7:41:50	2012	Herbalife Iceland
Kristjana Bergsdóttir	F	40-99	45:17:00	2:21	4:15:44	4:10	2:37:56	7:45:30	2012	Herbalife Iceland
Hákon Hrafn Sigurðsson	M	35.0	29:15:00	0:58	2:18:49	0:30	1:26:50	4:16:24	2013	Herbalife Iceland
Rúnar Örn Ágústsson	M	18-39	29:17:00	0:47	2:23:41	0:28	1:23:52	4:18:07	2013	Herbalife Iceland
Geir Ómarsson	M	35.0	31:58:00	0:37	2:29:06	0:31	1:27:50	4:30:04	2013	Herbalife Iceland
Hörður Karlsson	M	18-39	31:23:00	0:57	2:28:30	1:26	1:39:47	4:42:04	2013	Herbalife Iceland
Hörður Guðmundsson	M	18-39	26:34:00	0:41	2:42:52	1:23	1:44:46	4:56:18	2013	Herbalife Iceland
Sigurður Skarphéðinsson	M	18-39	35:12:00	1:49	2:43:01	0:40	1:36:18	4:57:01	2013	Herbalife Iceland
Birna Björnsdóttir	F	40-99	29:20:00	1:18	2:33:03	1:46	1:57:02	5:02:31	2013	Herbalife Iceland
Rafnkell Jónsson	M	45.0	36:10:00	1:54	2:46:07	1:33	1:37:38	5:03:25	2013	Herbalife Iceland
Alma María Rögnvaldsdóttir	F	40-99	35:58:00	1:05	2:45:41	0:39	1:42:16	5:05:42	2013	Herbalife Iceland
Óskar Örn Jónsson	M	40-99	38:26:00	1:38	2:36:24	0:56	1:51:34	5:09:00	2013	Herbalife Iceland
Guðjón Karl Traustason	M	18-39	36:38:00	1:28	2:44:34	1:26	1:47:22	5:11:30	2013	Herbalife Iceland
Trausti Valdimarsson	M	55.0	36:57:00	1:47	2:46:30	0:56	1:46:56	5:13:08	2013	Herbalife Iceland
Erlendur Birgisson	M	40-99	39:00:00	1:32	2:46:44	1:46	1:48:02	5:17:05	2013	Herbalife Iceland
Gylfi Örn Gylfason	M	18-39	31:34:00	2:37	3:04:28	2:25	1:37:26	5:18:32	2013	Herbalife Iceland
Bjarni Garðar Nicolaisson	M	18-39	38:17:00	1:52	2:45:53	0:32	1:55:36	5:22:11	2013	Herbalife Iceland
Jón Oddur Guðmundsson	M	18-39	33:13:00	1:33	3:07:33	1:11	1:43:13	5:26:45	2013	Herbalife Iceland
Garðar Smárason	M	40-99	38:27:00	5:10	2:51:45	1:54	1:53:40	5:30:58	2013	Herbalife Iceland
Sverrir Magnússon	M	40-99	38:54:00	3:07	2:56:43	2:41	1:56:08	5:37:35	2013	Herbalife Iceland
Oddur Valur Þórarinsson	M	40-99	36:29:00	1:23	3:00:00	1:18	2:01:03	5:40:15	2013	Herbalife Iceland
Kristbjörn R.Sigurjónsson	M	40-99	38:36:00	3:01	2:55:01	1:17	2:03:46	5:41:43	2013	Herbalife Iceland
Einar Stefán Kristinsson	M	40-99	36:56:00	1:45	3:00:28	1:31	2:05:12	5:45:55	2013	Herbalife Iceland
Sigrún K. Barkardóttir	F	40-99	48:51:00	1:49	3:06:00	1:05	1:48:44	5:46:32	2013	Herbalife Iceland
Bjarni Pétursson	M	40-99	42:11:00	3:27	3:14:45	2:22	1:46:38	5:49:26	2013	Herbalife Iceland
Jakob Antonsson	M	40-99	38:41:00	3:55	3:02:05	1:20	2:04:33	5:50:36	2013	Herbalife Iceland
Hörður Már Gylfason	M	18-39	41:57:00	2:02	3:07:46	0:51	1:58:01	5:50:38	2013	Herbalife Iceland
Pétur Einarsson	M	40-99	42:05:00	1:26	3:10:18	1:04	1:56:12	5:51:07	2013	Herbalife Iceland
Guðbjörg Rós Sigurðardóttir	F	18-39	38:01:00	3:00	3:18:22	1:43	1:55:58	5:57:06	2013	Herbalife Iceland
Birgir Björnsson	M	18-39	42:00:00	3:37	3:10:26	1:17	2:13:11	6:10:33	2013	Herbalife Iceland
Guðmundur Herbe Bjarnason	M	40-99	46:13:00	2:18	3:05:06	1:56	2:15:28	6:11:03	2013	Herbalife Iceland
Gísli Ásgeirsson	M	40-99	38:52:00	3:41	3:10:20	2:07	2:18:58	6:14:00	2013	Herbalife Iceland
Rannveig Halldórsdótir	F	40-99	42:13:00	3:22	3:33:02	2:03	1:57:08	6:17:51	2013	Herbalife Iceland
Ari Eyberg	M	40-99	39:44:00	5:25	3:15:02	3:04	2:18:53	6:22:10	2013	Herbalife Iceland
Jón Finnbogason	M	40-99	48:56:00	5:29	3:15:00	2:12	2:14:50	6:26:29	2013	Herbalife Iceland
David Bjorn Kjartansson	M	40-99	41:59:00	4:19	3:41:22	2:22	1:57:18	6:27:21	2013	Herbalife Iceland
Ægir Emilsson	M	40-99	43:05:00	2:31	3:21:50	1:14	2:20:45	6:29:28	2013	Herbalife Iceland
Ása Magnúsdóttir	F	40-99	44:08:00	3:57	3:14:38	2:11	2:28:40	6:33:37	2013	Herbalife Iceland
Hilmar Þór Karlsson	M	40.0	40:44:00	3:36	3:33:13	2:54	2:29:47	6:50:16	2013	Herbalife Iceland
Jón Gunnar Björnsson	M	18-39	36:21:00	4:02	3:40:09	1:29	2:39:09	7:01:12	2013	Herbalife Iceland
Viðar Freyr Viðarsson	M	18-39	48:49:00	4:40	3:38:53	1:42	2:41:15	7:15:21	2013	Herbalife Iceland
þorsteinn ingimundarson	M	40-99	1:09:21	2:18	3:33:20	1:48	3:01:04	7:47:53	2013	Herbalife Iceland
Nanna Jónsdóttir	18-39		36:03:00	1:21	3:08:14	0:51			2013	Herbalife Iceland
Óli Gunnarsson	18-39		52:16:00	2:20					2013	Herbalife Iceland
Hákon Hrafn Sigurðsson	M	40.0	30:00:00	0:36	2:15:22	0:58	1:25:28	4:12:26	2014	Herbalife Iceland
Rúnar Örn Ágústsson	M	18-39	30:03:00	0:43	2:19:12	0:34	1:24:25	4:14:58	2014	Herbalife Iceland
Hörður Karlsson	M	18-39	29:54:00	0:38	2:31:37	0:41	1:30:50	4:33:43	2014	Herbalife Iceland
Geir Ómarsson	M	35.0	33:15:00	0:30	2:26:43	0:35	1:36:49	4:37:53	2014	Herbalife Iceland
Sigurður Sveinn Nikulásson	M	40-99	35:22:00	1:22	2:28:26	0:57	1:37:08	4:43:18	2014	Herbalife Iceland
Guðlaugur Stefá Egilsson	M	40-99	37:24:00	1:03	2:33:16	1:27	1:38:33	4:51:43	2014	Herbalife Iceland
Elías Níelsson	M	40-99	36:50:00	1:59	2:31:02	1:32	1:43:17	4:54:43	2014	Herbalife Iceland
Alma María Rögnvaldsdóttir	F	40-99	35:08:00	0:43	2:36:06	0:43	1:45:07	4:57:49	2014	Herbalife Iceland
Trausti Valdimarsson	M	55.0	35:56:00	0:53	2:39:10	1:37	1:42:05	4:59:43	2014	Herbalife Iceland
Guðjón Karl Traustason	M	18-39	36:36:00	1:23	2:37:13	1:06	1:53:54	5:10:15	2014	Herbalife Iceland
Jens Viktor Kristjánsson	M	40-99	36:07:00	1:06	2:35:55	1:18	2:00:59	5:15:28	2014	Herbalife Iceland
Ólafur Þór Magnússon	M	40-99	46:49:00	1:42	2:31:15	1:34	1:57:31	5:18:54	2014	Herbalife Iceland
Garðar Smárason	M	40-99	36:41:00	2:45	2:46:34	2:13	1:51:18	5:19:33	2014	Herbalife Iceland
Finnur Dagsson	M	40-99	38:32:00	2:34	2:58:55	1:03	1:39:25	5:20:31	2014	Herbalife Iceland
Ebba Særún	F	18-39	39:09:00	0:56	2:52:21	0:45	1:50:49	5:24:02	2014	Herbalife Iceland
Hrafn Eiríksson	M	18-39	41:40:00	3:17	2:50:57	2:05	1:48:23	5:26:25	2014	Herbalife Iceland
Hörður Már Gylfason	M	40-99	38:04:00	1:48	3:04:29	4:07	1:43:33	5:32:03	2014	Herbalife Iceland
Petur Mar Omarsson	M	18-39	38:03:00	1:31	2:49:03	1:40	2:01:56	5:32:16	2014	Herbalife Iceland
Guðmundur Herbe Bjarnason	M	40-99	40:55:00	1:17	2:43:26	1:07	2:17:37	5:44:24	2014	Herbalife Iceland
Jón Óttar Birgisson	M	40-99	38:05:00	5:37	3:11:17	5:10	1:46:40	5:46:51	2014	Herbalife Iceland
Telma Matthíasdóttir	F	18-39	34:35:00	1:15	2:57:02	1:19	2:14:39	5:48:52	2014	Herbalife Iceland
Kristrún Lilja Júlíusdóttir	F	18-39	41:51:00	4:31	2:50:03	1:34	2:12:52	5:50:54	2014	Herbalife Iceland
Birgir Björnsson	M	18-39	46:29:00	2:35	2:58:05	1:53	2:07:31	5:56:34	2014	Herbalife Iceland
Árni Birgisson	M	40-99	48:26:00	3:56	3:00:59	1:54	2:03:05	5:58:23	2014	Herbalife Iceland
Svavar G. Svavarsson	M	40-99	37:04:00	2:27	3:11:07	3:35	2:10:49	6:05:05	2014	Herbalife Iceland
Guðjón Kjartansson	M	18-39	35:03:00	3:41	3:05:27	3:40	2:18:47	6:06:40	2014	Herbalife Iceland
Hilmar Þór Karlsson	M	40.0	40:43:00	2:43	3:09:38	1:57	2:14:36	6:09:39	2014	Herbalife Iceland
Árni Einarsson	M	18-39	53:03:00	1:45	3:03:53	1:28	2:17:49	6:17:59	2014	Herbalife Iceland
Einar Numi Sveinsson	M	18-39	36:44:00	5:46	3:26:30	8:18	2:22:30	6:39:50	2014	Herbalife Iceland
Geir Brynjolfsson	M	18-39	51:25:00	2:54	3:15:00	2:16	2:35:18	6:46:55	2014	Herbalife Iceland
Dieudonné Gerritsen	M	40-99	53:14:00	3:19	3:33:53	1:19	2:20:35	6:52:22	2014	Herbalife Iceland
Birgir Josafatsson	M	40-99	44:10:00	2:37	3:15:05	2:14	2:50:06	6:54:15	2014	Herbalife Iceland
Guðbjörg Jónsdóttir	F	40-99	44:00:00	3:17	3:49:52	1:44	2:15:56	6:54:51	2014	Herbalife Iceland
Rastislav Lazorik	M	40-99	46:58:00	5:19	3:40:53	4:19	2:33:37	7:11:07	2014	Herbalife Iceland
Ragnar Viktor Hilmarsson	18-39		27:47:00	1:41	3:08:18				2014	Herbalife Iceland
Rúnar Þór Óskarsson	40-99		42:58:00	3:46					2014	Herbalife Iceland
Hákon Hrafn Sigurðsson	M	40.0	29:19:00	0:32	2:12:46	0:57	1:18:46	4:02:22	2015	Herbalife Iceland
Rúnar Örn Ágústsson	M	18-39	29:15:00	0:46	2:14:07	0:29	1:17:52	4:02:32	2015	Herbalife Iceland
Geir Ómarsson	M	40.0	31:01:00	0:27	2:26:59	0:26	1:18:50	4:17:45	2015	Herbalife Iceland
Hörður Karlsson	M	18-39	29:10:00	0:38	2:23:11	0:35	1:31:02	4:24:38	2015	Herbalife Iceland
Pétur Hannesson	M	40-99	38:40:00	0:51	2:34:08	1:07	1:43:13	4:58:02	2015	Herbalife Iceland
Bjarki Freyr Rúnarsson	M	18-39	36:49:00	0:53	2:44:32	0:51	1:36:46	4:59:52	2015	Herbalife Iceland
Ebba Særún	F	18-39	42:10:00	0:47	2:35:05	0:31	1:42:07	5:00:43	2015	Herbalife Iceland
Trausti Valdimarsson	M	55.0	36:50:00	1:06	2:37:42	0:43	1:45:00	5:01:23	2015	Herbalife Iceland
Daníel Karlsson	M	18-39	38:49:00	1:08	2:42:37	0:53	1:43:37	5:07:07	2015	Herbalife Iceland
Sarah Cushing	F	18-39	29:40:00	0:47	2:48:51	1:01	1:51:37	5:11:57	2015	Herbalife Iceland
Guðjón Karl Traustason	M	18-39	36:47:00	1:21	2:39:54	1:00	1:56:03	5:15:08	2015	Herbalife Iceland
Pedro Jimenez	M	18-39	38:34:00	0:51	3:00:16	0:37	1:46:25	5:26:45	2015	Herbalife Iceland
G. Herbert Bjarnason	M	40-99	43:04:00	0:47	2:36:37	1:10	2:07:06	5:28:45	2015	Herbalife Iceland
Margrét Pálsdóttir	F	18-39	48:41:00	1:01	2:49:39	0:52	1:48:40	5:28:54	2015	Herbalife Iceland
Telma Matthíasdóttir	F	18-39	34:44:00	1:01	2:43:01	1:20	2:09:21	5:29:29	2015	Herbalife Iceland
Vigdís Hallgrímsdóttir	F	40-99	38:06:00	1:00	3:00:46	0:52	1:48:49	5:29:36	2015	Herbalife Iceland
Þórdís Jóna Hrafnkelsdóttir	F	40-99	47:33:00	2:04	2:59:19	1:48	1:49:01	5:39:46	2015	Herbalife Iceland
Guðmundur Þorleifsson	M	40-99	38:53:00	1:15	3:19:32	1:04	1:42:46	5:43:31	2015	Herbalife Iceland
Árni Einarsson	M	18-39	49:00:00	1:15	2:48:25	1:48	2:05:14	5:45:44	2015	Herbalife Iceland
Stefán Reynisson	M	18-39	43:06:00	1:04	3:03:01	0:56	2:02:18	5:50:26	2015	Herbalife Iceland
Ragnar Haraldsson	M	40-99	47:53:00	2:15	2:47:33	1:27	2:14:41	5:53:52	2015	Herbalife Iceland
Svavar G Svavarsson	M	40-99	36:24:00	1:36	3:13:37	1:29	2:14:43	6:07:52	2015	Herbalife Iceland
Gunnar Egill Sigurðsson	M	18-39	48:01:00	1:37	3:17:21	2:05	2:09:48	6:18:55	2015	Herbalife Iceland
Guðný María Jóhannsdóttir	F	18-39	46:19:00	2:34	3:45:39	1:27	2:22:12	6:58:13	2015	Herbalife Iceland
Lars Davíð Gunnarsson	M	18-39	51:40:00	2:55	3:36:47	3:02	2:35:15	7:09:41	2015	Herbalife Iceland
Halldór Fannar Halldórsson	M	18-39	48:44:00	2:08	3:39:53	1:20	2:42:48	7:14:54	2015	Herbalife Iceland
Egill Valur Hafsteinsson	18-39		27:21:00	1:14					2015	Herbalife Iceland
Nick Saunders	M	40-49	27:39	1:50	2:31:53	1:15	1:27:26	4:30:06	2015	Jarnmadurinn Iceland
Viðar Bragi Þorsteinsson	M	40-49	27:34	0:45	2:31:27	0:56	1:38:45	4:39:30	2015	Jarnmadurinn Iceland
Egill Valur Hafsteinsson	M	18-29	28:46	1:24	2:50:17	0:55	1:49:13	5:10:38	2015	Jarnmadurinn Iceland
Steven Purcell	M	40-49	37:19	2:47	2:57:05	1:21	1:37:08	5:15:42	2015	Jarnmadurinn Iceland
Hörður Guðmundsson	M	40-49	27:23	0:56	2:53:45	0:57	1:52:58	5:16:01	2015	Jarnmadurinn Iceland
Pétur Hannesson	M	40-49	38:23	2:30	2:54:49	0:58	1:40:44	5:17:25	2015	Jarnmadurinn Iceland
Gunnar Stefánsson	M	30-39	40:44	1:35	2:41:32	0:36	1:53:28	5:17:57	2015	Jarnmadurinn Iceland
Trausti Valdimarsson	M	55.0	37:50	3:36	2:51:54	0:53	1:45:10	5:19:26	2015	Jarnmadurinn Iceland
Ebba Særún Brynjarsdóttir	F	30-39	43:55	1:32	2:52:56	0:48	1:42:15	5:21:27	2015	Jarnmadurinn Iceland
Hafþór Rafn Benediktsson	M	30-39	34:25	1:14	2:54:03	0:41	1:54:31	5:24:55	2015	Jarnmadurinn Iceland
Rafnkell Jónsson	M	50.0	37:50	2:35	2:51:17	1:06	1:54:22	5:27:12	2015	Jarnmadurinn Iceland
Hákon Jónsson	M	30.0	30:00	3:47	3:01:04	1:14	1:52:09	5:28:16	2015	Jarnmadurinn Iceland
